datetime,open,high,low,close,tick_volume,avgPrice,gradient,signal_label,signal_with_time
2018-02-07,1323.77,1332.33,1311.45,1318.42,410940,1321.095,-10.914999999999964,Bearish,Bearish (2018-02-07 00:00:00)
2018-02-08,1318.0,1322.18,1307.08,1318.83,433793,1318.415,-2.6800000000000637,Bearish,Bearish (2018-02-08 00:00:00)
2018-02-09,1318.24,1322.7,1311.16,1315.97,448403,1317.105,-1.3099999999999454,Bearish,Bearish (2018-02-09 00:00:00)
2018-02-12,1314.91,1326.81,1314.18,1322.52,289971,1318.7150000000001,1.6100000000001273,Bullish,Bullish (2018-02-12 00:00:00)
2018-02-13,1322.47,1331.08,1321.63,1329.36,318416,1325.915,7.199999999999818,Bullish,Bullish (2018-02-13 00:00:00)
2018-02-14,1329.42,1355.54,1317.02,1350.42,421799,1339.92,14.00500000000011,Bullish,Bullish (2018-02-14 00:00:00)
2018-02-15,1349.98,1357.16,1348.59,1353.23,339146,1351.605,11.684999999999945,Bullish,Bullish (2018-02-15 00:00:00)
2018-02-16,1353.61,1361.76,1344.78,1347.65,323774,1350.63,-0.974999999999909,Bearish,Bearish (2018-02-16 00:00:00)
2018-02-19,1347.51,1351.4,1345.83,1346.68,163487,1347.095,-3.535000000000082,Bearish,Bearish (2018-02-19 00:00:00)
2018-02-20,1346.66,1348.2,1328.51,1329.44,291123,1338.0500000000002,-9.044999999999845,Bearish,Bearish (2018-02-20 00:00:00)
2018-02-21,1328.88,1336.25,1322.4,1324.41,332533,1326.645,-11.4050000000002,Bearish,Bearish (2018-02-21 00:00:00)
2018-02-22,1323.66,1332.14,1320.97,1331.93,303338,1327.795,1.150000000000091,Bullish,Bullish (2018-02-22 00:00:00)
2018-02-23,1331.3,1332.17,1325.84,1328.89,247816,1330.095,2.2999999999999545,Bullish,Bullish (2018-02-23 00:00:00)
2018-02-26,1328.2,1341.06,1326.6,1333.26,271228,1330.73,0.6349999999999909,Bullish,Bullish (2018-02-26 00:00:00)
2018-02-27,1332.55,1336.74,1313.45,1318.46,321179,1325.505,-5.224999999999909,Bearish,Bearish (2018-02-27 00:00:00)
2018-02-28,1317.75,1322.57,1315.64,1318.07,290715,1317.9099999999999,-7.595000000000255,Bearish,Bearish (2018-02-28 00:00:00)
2018-03-01,1318.0,1321.18,1302.82,1316.96,411354,1317.48,-0.4299999999998363,Bearish,Bearish (2018-03-01 00:00:00)
2018-03-02,1317.11,1325.48,1315.25,1322.4,347322,1319.755,2.275000000000091,Bullish,Bullish (2018-03-02 00:00:00)
2018-03-05,1323.58,1327.8,1317.55,1320.3,335910,1321.94,2.1849999999999454,Bullish,Bullish (2018-03-05 00:00:00)
2018-03-06,1319.76,1338.49,1319.64,1334.62,338852,1327.19,5.25,Bullish,Bullish (2018-03-06 00:00:00)
2018-03-07,1337.66,1340.48,1322.21,1325.52,360134,1331.5900000000001,4.400000000000091,Bullish,Bullish (2018-03-07 00:00:00)
2018-03-08,1325.01,1329.06,1319.05,1321.91,306521,1323.46,-8.13000000000011,Bearish,Bearish (2018-03-08 00:00:00)
2018-03-09,1321.71,1325.17,1312.83,1323.37,314885,1322.54,-0.9200000000000728,Bearish,Bearish (2018-03-09 00:00:00)
2018-03-12,1323.44,1324.28,1315.1,1323.02,232495,1323.23,0.6900000000000546,Bullish,Bullish (2018-03-12 00:00:00)
2018-03-13,1322.79,1328.34,1313.81,1326.38,291306,1324.585,1.3550000000000182,Bullish,Bullish (2018-03-13 00:00:00)
2018-03-14,1326.3,1330.04,1321.46,1324.93,277419,1325.615,1.0299999999999727,Bullish,Bullish (2018-03-14 00:00:00)
2018-03-15,1324.33,1327.92,1314.96,1316.12,256412,1320.225,-5.3900000000001,Bearish,Bearish (2018-03-15 00:00:00)
2018-03-16,1316.18,1321.77,1309.66,1313.77,255003,1314.975,-5.25,Bearish,Bearish (2018-03-16 00:00:00)
2018-03-19,1313.34,1319.65,1307.79,1316.88,263894,1315.1100000000001,0.13500000000021828,Bullish,Bullish (2018-03-19 00:00:00)
2018-03-20,1316.61,1318.28,1307.22,1311.13,253059,1313.87,-1.2400000000002365,Bearish,Bearish (2018-03-20 00:00:00)
2018-03-21,1310.72,1336.65,1309.85,1332.05,304221,1321.385,7.5150000000001,Bullish,Bullish (2018-03-21 00:00:00)
2018-03-22,1331.73,1334.9,1324.8,1328.92,357326,1330.325,8.940000000000055,Bullish,Bullish (2018-03-22 00:00:00)
2018-03-23,1329.19,1350.27,1328.99,1347.06,359998,1338.125,7.7999999999999545,Bullish,Bullish (2018-03-23 00:00:00)
2018-03-26,1347.08,1355.94,1343.51,1353.48,260470,1350.28,12.154999999999973,Bullish,Bullish (2018-03-26 00:00:00)
2018-03-27,1353.45,1356.86,1339.88,1344.68,272246,1349.065,-1.2149999999999181,Bearish,Bearish (2018-03-27 00:00:00)
2018-03-28,1345.17,1347.05,1323.48,1324.76,343946,1334.9650000000001,-14.099999999999909,Bearish,Bearish (2018-03-28 00:00:00)
2018-03-29,1324.74,1328.36,1321.21,1325.15,280190,1324.9450000000002,-10.019999999999982,Bearish,Bearish (2018-03-29 00:00:00)
2018-04-02,1325.5,1344.95,1324.84,1341.29,258964,1333.395,8.449999999999818,Bullish,Bullish (2018-04-02 00:00:00)
2018-04-03,1340.44,1342.5,1328.92,1332.77,317008,1336.605,3.2100000000000364,Bullish,Bullish (2018-04-03 00:00:00)
2018-04-04,1332.57,1348.26,1331.52,1333.22,347035,1332.895,-3.7100000000000364,Bearish,Bearish (2018-04-04 00:00:00)
2018-04-05,1332.82,1334.89,1322.77,1326.56,283165,1329.69,-3.2049999999999272,Bearish,Bearish (2018-04-05 00:00:00)
2018-04-06,1326.12,1335.52,1319.79,1333.18,379721,1329.65,-0.03999999999996362,Bearish,Bearish (2018-04-06 00:00:00)
2018-04-09,1333.77,1338.01,1326.91,1336.26,291213,1335.0149999999999,5.364999999999782,Bullish,Bullish (2018-04-09 00:00:00)
2018-04-10,1336.07,1342.59,1331.07,1339.56,324396,1337.815,2.800000000000182,Bullish,Bullish (2018-04-10 00:00:00)
2018-04-11,1339.3,1365.29,1339.06,1353.18,340306,1346.24,8.424999999999955,Bullish,Bullish (2018-04-11 00:00:00)
2018-04-12,1352.65,1353.19,1333.76,1335.0,334317,1343.825,-2.4149999999999636,Bearish,Bearish (2018-04-12 00:00:00)
2018-04-13,1334.58,1347.19,1333.34,1345.33,291972,1339.955,-3.8700000000001182,Bearish,Bearish (2018-04-13 00:00:00)
2018-04-16,1346.14,1350.54,1340.19,1345.82,269374,1345.98,6.025000000000091,Bullish,Bullish (2018-04-16 00:00:00)
2018-04-17,1345.98,1349.42,1337.7,1347.24,261943,1346.6100000000001,0.6300000000001091,Bullish,Bullish (2018-04-17 00:00:00)
2018-04-18,1347.35,1355.7,1342.31,1349.3,283909,1348.3249999999998,1.7149999999996908,Bullish,Bullish (2018-04-18 00:00:00)
2018-04-19,1349.23,1354.71,1340.96,1345.46,308430,1347.345,-0.9799999999997908,Bearish,Bearish (2018-04-19 00:00:00)
2018-04-20,1345.52,1346.31,1334.99,1335.49,262553,1340.505,-6.839999999999918,Bearish,Bearish (2018-04-20 00:00:00)
2018-04-23,1334.25,1335.51,1322.15,1324.74,248220,1329.495,-11.010000000000218,Bearish,Bearish (2018-04-23 00:00:00)
2018-04-24,1324.51,1332.69,1322.11,1330.41,277202,1327.46,-2.0349999999998545,Bearish,Bearish (2018-04-24 00:00:00)
2018-04-25,1330.01,1332.09,1318.84,1323.31,254509,1326.6599999999999,-0.8000000000001819,Bearish,Bearish (2018-04-25 00:00:00)
2018-04-26,1322.62,1326.64,1315.33,1316.93,268644,1319.775,-6.8849999999997635,Bearish,Bearish (2018-04-26 00:00:00)
2018-04-27,1316.64,1325.27,1315.42,1323.36,244392,1320.0,0.22499999999990905,Bullish,Bullish (2018-04-27 00:00:00)
2018-04-30,1322.3,1325.4,1310.24,1315.27,225372,1318.7849999999999,-1.2150000000001455,Bearish,Bearish (2018-04-30 00:00:00)
2018-05-01,1314.72,1316.37,1301.76,1303.97,218823,1309.345,-9.439999999999827,Bearish,Bearish (2018-05-01 00:00:00)
2018-05-02,1303.53,1313.52,1303.48,1304.76,306390,1304.145,-5.2000000000000455,Bearish,Bearish (2018-05-02 00:00:00)
2018-05-03,1304.61,1318.13,1304.45,1312.18,299963,1308.395,4.25,Bullish,Bullish (2018-05-03 00:00:00)
2018-05-04,1311.75,1315.4,1308.02,1314.98,257058,1313.365,4.970000000000027,Bullish,Bullish (2018-05-04 00:00:00)
2018-05-07,1314.12,1318.95,1310.25,1314.16,208063,1314.1399999999999,0.7749999999998636,Bullish,Bullish (2018-05-07 00:00:00)
2018-05-08,1313.4,1317.84,1306.12,1314.37,293220,1313.885,-0.25499999999988177,Bearish,Bearish (2018-05-08 00:00:00)
2018-05-09,1314.49,1317.47,1304.32,1312.72,268904,1313.605,-0.2799999999999727,Bearish,Bearish (2018-05-09 00:00:00)
2018-05-10,1312.41,1322.92,1310.78,1321.3,289942,1316.855,3.25,Bullish,Bullish (2018-05-10 00:00:00)
2018-05-11,1321.21,1325.98,1317.23,1318.05,225721,1319.63,2.775000000000091,Bullish,Bullish (2018-05-11 00:00:00)
2018-05-14,1318.16,1322.35,1313.0,1313.38,213252,1315.77,-3.8600000000001273,Bearish,Bearish (2018-05-14 00:00:00)
2018-05-15,1312.55,1314.91,1288.73,1290.59,283484,1301.57,-14.200000000000045,Bearish,Bearish (2018-05-15 00:00:00)
2018-05-16,1289.93,1296.94,1286.41,1290.76,278374,1290.345,-11.224999999999909,Bearish,Bearish (2018-05-16 00:00:00)
2018-05-17,1290.53,1294.43,1285.09,1290.87,265041,1290.6999999999998,0.3549999999997908,Bullish,Bullish (2018-05-17 00:00:00)
2018-05-18,1290.71,1294.23,1286.08,1293.06,224425,1291.885,1.1850000000001728,Bullish,Bullish (2018-05-18 00:00:00)
2018-05-21,1290.58,1293.17,1282.1,1292.67,232903,1291.625,-0.2599999999999909,Bearish,Bearish (2018-05-21 00:00:00)
2018-05-22,1292.75,1296.19,1287.96,1291.34,251478,1292.045,0.42000000000007276,Bullish,Bullish (2018-05-22 00:00:00)
2018-05-23,1290.93,1298.58,1287.95,1293.41,327597,1292.17,0.125,Bullish,Bullish (2018-05-23 00:00:00)
2018-05-24,1293.65,1306.66,1292.79,1304.77,274637,1299.21,7.039999999999964,Bullish,Bullish (2018-05-24 00:00:00)
2018-05-25,1304.33,1307.82,1299.9,1301.49,267970,1302.9099999999999,3.699999999999818,Bullish,Bullish (2018-05-25 00:00:00)
2018-05-28,1299.64,1300.37,1295.56,1297.85,158467,1298.745,-4.164999999999964,Bearish,Bearish (2018-05-28 00:00:00)
2018-05-29,1297.85,1306.55,1292.96,1298.66,344296,1298.255,-0.4899999999997817,Bearish,Bearish (2018-05-29 00:00:00)
2018-05-30,1298.65,1304.39,1295.92,1301.33,371687,1299.99,1.7349999999999,Bullish,Bullish (2018-05-30 00:00:00)
2018-05-31,1301.24,1306.48,1297.32,1298.25,336170,1299.745,-0.24500000000011823,Bearish,Bearish (2018-05-31 00:00:00)
2018-06-01,1298.65,1300.66,1289.38,1293.15,294823,1295.9,-3.8449999999998,Bearish,Bearish (2018-06-01 00:00:00)
2018-06-04,1292.73,1298.1,1290.26,1291.87,240892,1292.3,-3.6000000000001364,Bearish,Bearish (2018-06-04 00:00:00)
2018-06-05,1292.12,1300.57,1289.81,1296.42,256759,1294.27,1.9700000000000273,Bullish,Bullish (2018-06-05 00:00:00)
2018-06-06,1296.19,1301.83,1293.83,1296.52,240525,1296.355,2.0850000000000364,Bullish,Bullish (2018-06-06 00:00:00)
2018-06-07,1296.41,1303.18,1294.91,1296.95,265710,1296.68,0.3250000000000455,Bullish,Bullish (2018-06-07 00:00:00)
2018-06-08,1296.83,1300.59,1292.62,1298.94,246473,1297.885,1.2049999999999272,Bullish,Bullish (2018-06-08 00:00:00)
2018-06-11,1299.79,1302.34,1294.14,1300.26,192722,1300.025,2.1400000000001,Bullish,Bullish (2018-06-11 00:00:00)
2018-06-12,1300.11,1300.59,1293.09,1295.78,228788,1297.945,-2.0800000000001546,Bearish,Bearish (2018-06-12 00:00:00)
2018-06-13,1295.04,1301.26,1291.84,1299.52,218981,1297.28,-0.6649999999999636,Bearish,Bearish (2018-06-13 00:00:00)
2018-06-14,1299.22,1309.3,1297.56,1302.1,262795,1300.6599999999999,3.3799999999998818,Bullish,Bullish (2018-06-14 00:00:00)
2018-06-15,1302.38,1303.16,1275.48,1279.54,279221,1290.96,-9.699999999999818,Bearish,Bearish (2018-06-15 00:00:00)
2018-06-18,1277.36,1282.45,1277.08,1278.34,179385,1277.85,-13.110000000000127,Bearish,Bearish (2018-06-18 00:00:00)
2018-06-19,1277.31,1284.09,1270.46,1274.44,276867,1275.875,-1.974999999999909,Bearish,Bearish (2018-06-19 00:00:00)
2018-06-20,1274.65,1276.45,1267.67,1267.95,231997,1271.3000000000002,-4.574999999999818,Bearish,Bearish (2018-06-20 00:00:00)
2018-06-21,1267.44,1270.15,1261.38,1267.09,262677,1267.2649999999999,-4.035000000000309,Bearish,Bearish (2018-06-21 00:00:00)
2018-06-22,1266.49,1271.24,1266.49,1269.27,207364,1267.88,0.6150000000002365,Bullish,Bullish (2018-06-22 00:00:00)
2018-06-25,1270.1,1272.6,1264.51,1265.47,223552,1267.7849999999999,-0.09500000000025466,Bearish,Bearish (2018-06-25 00:00:00)
2018-06-26,1265.55,1267.68,1254.75,1258.83,241483,1262.19,-5.5949999999998,Bearish,Bearish (2018-06-26 00:00:00)
2018-06-27,1258.69,1260.11,1250.73,1252.04,292033,1255.365,-6.8250000000000455,Bearish,Bearish (2018-06-27 00:00:00)
2018-06-28,1251.78,1254.31,1245.98,1248.19,275419,1249.9850000000001,-5.379999999999882,Bearish,Bearish (2018-06-28 00:00:00)
2018-06-29,1247.84,1255.66,1246.19,1252.69,262293,1250.2649999999999,0.27999999999974534,Bullish,Bullish (2018-06-29 00:00:00)
2018-07-02,1251.64,1254.23,1239.71,1241.9,228264,1246.77,-3.494999999999891,Bearish,Bearish (2018-07-02 00:00:00)
2018-07-03,1241.89,1256.86,1237.97,1252.67,227590,1247.2800000000002,0.5100000000002183,Bullish,Bullish (2018-07-03 00:00:00)
2018-07-04,1252.91,1261.12,1252.03,1255.68,161342,1254.295,7.014999999999873,Bullish,Bullish (2018-07-04 00:00:00)
2018-07-05,1255.53,1259.78,1251.33,1257.64,244784,1256.585,2.2899999999999636,Bullish,Bullish (2018-07-05 00:00:00)
2018-07-06,1257.13,1259.01,1252.83,1254.69,219906,1255.91,-0.6749999999999545,Bearish,Bearish (2018-07-06 00:00:00)
2018-07-09,1255.03,1265.98,1255.03,1257.64,188042,1256.335,0.4249999999999545,Bullish,Bullish (2018-07-09 00:00:00)
2018-07-10,1257.34,1260.38,1247.38,1255.49,206584,1256.415,0.07999999999992724,Bullish,Bullish (2018-07-10 00:00:00)
2018-07-11,1255.82,1256.93,1241.57,1242.08,269389,1248.9499999999998,-7.4650000000001455,Bearish,Bearish (2018-07-11 00:00:00)
2018-07-12,1241.63,1248.58,1241.34,1247.08,208227,1244.355,-4.5949999999998,Bearish,Bearish (2018-07-12 00:00:00)
2018-07-13,1247.16,1248.14,1236.52,1241.19,212515,1244.1750000000002,-0.1799999999998363,Bearish,Bearish (2018-07-13 00:00:00)
2018-07-16,1240.88,1245.58,1238.36,1240.91,170389,1240.895,-3.2800000000002,Bearish,Bearish (2018-07-16 00:00:00)
2018-07-17,1240.51,1245.03,1226.11,1227.62,231346,1234.065,-6.829999999999927,Bearish,Bearish (2018-07-17 00:00:00)
2018-07-18,1226.83,1229.17,1221.09,1227.5,213432,1227.165,-6.900000000000091,Bearish,Bearish (2018-07-18 00:00:00)
2018-07-19,1227.14,1229.15,1211.46,1222.74,302108,1224.94,-2.224999999999909,Bearish,Bearish (2018-07-19 00:00:00)
2018-07-20,1223.05,1232.3,1215.7,1231.79,332091,1227.42,2.480000000000018,Bullish,Bullish (2018-07-20 00:00:00)
2018-07-23,1231.35,1235.16,1222.28,1224.5,258406,1227.925,0.5049999999998818,Bullish,Bullish (2018-07-23 00:00:00)
2018-07-24,1224.26,1229.55,1218.15,1224.41,264059,1224.335,-3.589999999999918,Bearish,Bearish (2018-07-24 00:00:00)
2018-07-25,1224.06,1234.2,1223.28,1231.46,260021,1227.76,3.4249999999999545,Bullish,Bullish (2018-07-25 00:00:00)
2018-07-26,1231.55,1235.26,1222.37,1222.57,249429,1227.06,-0.7000000000000455,Bearish,Bearish (2018-07-26 00:00:00)
2018-07-27,1222.66,1227.36,1217.58,1222.58,210189,1222.62,-4.440000000000055,Bearish,Bearish (2018-07-27 00:00:00)
2018-07-30,1222.69,1225.11,1219.03,1221.46,167722,1222.075,-0.5449999999998454,Bearish,Bearish (2018-07-30 00:00:00)
2018-07-31,1221.22,1228.64,1214.0,1223.72,254733,1222.47,0.3949999999999818,Bullish,Bullish (2018-07-31 00:00:00)
2018-08-01,1223.45,1224.85,1215.82,1215.96,227969,1219.705,-2.7650000000001,Bearish,Bearish (2018-08-01 00:00:00)
2018-08-02,1215.67,1221.23,1207.12,1207.77,230362,1211.72,-7.9849999999999,Bearish,Bearish (2018-08-02 00:00:00)
2018-08-03,1206.42,1220.07,1204.5,1213.33,236713,1209.875,-1.8450000000000273,Bearish,Bearish (2018-08-03 00:00:00)
2018-08-06,1213.6,1217.89,1206.26,1207.35,180665,1210.475,0.599999999999909,Bullish,Bullish (2018-08-06 00:00:00)
2018-08-07,1207.12,1216.17,1207.11,1210.96,186401,1209.04,-1.4349999999999454,Bearish,Bearish (2018-08-07 00:00:00)
2018-08-08,1210.73,1215.87,1206.46,1213.66,205325,1212.1950000000002,3.1550000000002,Bullish,Bullish (2018-08-08 00:00:00)
2018-08-09,1213.66,1217.31,1210.79,1212.31,211942,1212.9850000000001,0.7899999999999636,Bullish,Bullish (2018-08-09 00:00:00)
2018-08-10,1212.26,1217.12,1205.77,1211.15,317112,1211.705,-1.2800000000002,Bearish,Bearish (2018-08-10 00:00:00)
2018-08-13,1211.05,1213.88,1191.68,1193.55,313480,1202.3,-9.404999999999973,Bearish,Bearish (2018-08-13 00:00:00)
2018-08-14,1194.08,1198.75,1192.07,1193.95,236414,1194.0149999999999,-8.285000000000082,Bearish,Bearish (2018-08-14 00:00:00)
2018-08-15,1194.09,1194.73,1173.12,1174.69,313246,1184.3899999999999,-9.625,Bearish,Bearish (2018-08-15 00:00:00)
2018-08-16,1175.64,1182.04,1160.19,1174.06,352703,1174.85,-9.539999999999964,Bearish,Bearish (2018-08-16 00:00:00)
2018-08-17,1173.84,1185.05,1171.94,1184.61,271304,1179.225,4.375,Bullish,Bullish (2018-08-17 00:00:00)
2018-08-20,1183.34,1190.88,1182.81,1190.49,204502,1186.915,7.690000000000055,Bullish,Bullish (2018-08-20 00:00:00)
2018-08-21,1190.45,1197.04,1187.68,1196.07,237306,1193.26,6.345000000000027,Bullish,Bullish (2018-08-21 00:00:00)
2018-08-22,1196.5,1201.62,1192.59,1195.45,235964,1195.975,2.714999999999918,Bullish,Bullish (2018-08-22 00:00:00)
2018-08-23,1196.1,1196.63,1183.91,1185.2,240572,1190.65,-5.324999999999818,Bearish,Bearish (2018-08-23 00:00:00)
2018-08-24,1185.05,1208.62,1183.15,1205.96,265710,1195.505,4.855000000000018,Bullish,Bullish (2018-08-24 00:00:00)
2018-08-27,1207.09,1212.43,1203.11,1211.27,204192,1209.1799999999998,13.674999999999727,Bullish,Bullish (2018-08-27 00:00:00)
2018-08-28,1211.18,1214.32,1199.65,1201.05,242475,1206.115,-3.064999999999827,Bearish,Bearish (2018-08-28 00:00:00)
2018-08-29,1200.76,1207.27,1200.7,1206.55,241308,1203.655,-2.4600000000000364,Bearish,Bearish (2018-08-29 00:00:00)
2018-08-30,1206.63,1207.9,1196.28,1199.83,261020,1203.23,-0.4249999999999545,Bearish,Bearish (2018-08-30 00:00:00)
2018-08-31,1200.34,1208.88,1198.28,1201.01,269251,1200.675,-2.5550000000000637,Bearish,Bearish (2018-08-31 00:00:00)
2018-09-03,1200.69,1203.9,1195.68,1201.06,150211,1200.875,0.20000000000004547,Bullish,Bullish (2018-09-03 00:00:00)
2018-09-04,1200.45,1202.03,1189.66,1191.41,262701,1195.93,-4.944999999999936,Bearish,Bearish (2018-09-04 00:00:00)
2018-09-05,1191.41,1198.43,1190.9,1196.71,228336,1194.06,-1.8700000000001182,Bearish,Bearish (2018-09-05 00:00:00)
2018-09-06,1196.54,1207.01,1195.84,1200.07,257867,1198.3049999999998,4.244999999999891,Bullish,Bullish (2018-09-06 00:00:00)
2018-09-07,1199.92,1203.54,1193.48,1195.78,276285,1197.85,-0.45499999999992724,Bearish,Bearish (2018-09-07 00:00:00)
2018-09-10,1195.1,1198.54,1191.57,1195.83,207753,1195.465,-2.384999999999991,Bearish,Bearish (2018-09-10 00:00:00)
2018-09-11,1194.96,1199.4,1187.75,1198.64,214139,1196.8000000000002,1.3350000000002638,Bullish,Bullish (2018-09-11 00:00:00)
2018-09-12,1198.02,1208.5,1192.72,1206.15,252836,1202.085,5.2849999999998545,Bullish,Bullish (2018-09-12 00:00:00)
2018-09-13,1206.96,1212.67,1200.21,1201.41,246737,1204.185,2.099999999999909,Bullish,Bullish (2018-09-13 00:00:00)
2018-09-14,1201.42,1208.58,1193.29,1193.69,208138,1197.555,-6.629999999999882,Bearish,Bearish (2018-09-14 00:00:00)
2018-09-17,1194.24,1204.83,1192.84,1201.34,138327,1197.79,0.23499999999989996,Bullish,Bullish (2018-09-17 00:00:00)
2018-09-18,1201.29,1203.58,1195.9,1198.26,167829,1199.775,1.9850000000001273,Bullish,Bullish (2018-09-18 00:00:00)
2018-09-19,1197.13,1206.23,1197.13,1203.92,145542,1200.525,0.75,Bullish,Bullish (2018-09-19 00:00:00)
2018-09-20,1204.0,1208.46,1201.33,1207.09,133980,1205.545,5.019999999999982,Bullish,Bullish (2018-09-20 00:00:00)
2018-09-21,1207.15,1211.06,1191.85,1199.58,158894,1203.365,-2.1800000000000637,Bearish,Bearish (2018-09-21 00:00:00)
2018-09-24,1198.85,1204.21,1194.46,1198.81,138134,1198.83,-4.535000000000082,Bearish,Bearish (2018-09-24 00:00:00)
2018-09-25,1198.55,1203.37,1197.12,1201.15,128411,1199.85,1.0199999999999818,Bullish,Bullish (2018-09-25 00:00:00)
2018-09-26,1200.81,1202.49,1190.55,1194.37,145312,1197.59,-2.259999999999991,Bearish,Bearish (2018-09-26 00:00:00)
2018-09-27,1194.75,1198.64,1181.9,1182.76,163152,1188.755,-8.834999999999809,Bearish,Bearish (2018-09-27 00:00:00)
2018-09-28,1182.71,1193.84,1180.67,1191.95,158578,1187.33,-1.425000000000182,Bearish,Bearish (2018-09-28 00:00:00)
2018-10-01,1192.32,1192.41,1184.63,1188.74,136914,1190.53,3.2000000000000455,Bullish,Bullish (2018-10-01 00:00:00)
2018-10-02,1188.77,1208.27,1188.46,1202.94,150888,1195.855,5.3250000000000455,Bullish,Bullish (2018-10-02 00:00:00)
2018-10-03,1203.78,1208.3,1196.62,1197.28,150889,1200.53,4.6749999999999545,Bullish,Bullish (2018-10-03 00:00:00)
2018-10-04,1197.47,1206.82,1196.01,1199.83,164535,1198.65,-1.8799999999998818,Bearish,Bearish (2018-10-04 00:00:00)
2018-10-05,1199.68,1205.84,1197.29,1202.91,163205,1201.295,2.644999999999982,Bullish,Bullish (2018-10-05 00:00:00)
2018-10-08,1203.09,1204.1,1183.37,1187.95,123374,1195.52,-5.775000000000091,Bearish,Bearish (2018-10-08 00:00:00)
2018-10-09,1188.62,1191.93,1183.33,1189.71,164056,1189.165,-6.355000000000018,Bearish,Bearish (2018-10-09 00:00:00)
2018-10-10,1189.47,1194.8,1185.36,1194.64,154871,1192.055,2.8900000000001,Bullish,Bullish (2018-10-10 00:00:00)
2018-10-11,1194.54,1226.34,1191.3,1224.2,227228,1209.37,17.314999999999827,Bullish,Bullish (2018-10-11 00:00:00)
2018-10-12,1224.13,1224.17,1215.87,1218.08,166508,1221.105,11.735000000000127,Bullish,Bullish (2018-10-12 00:00:00)
